"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C02","Recorded crime rate","2021","2021","12","Damage to Property and to the Environment","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","728"
"RCD06C02","Recorded crime rate","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","Number","527"
"RCD06C02","Recorded crime rate","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","Number","400"
"RCD06C02","Recorded crime rate","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","Number","566"
"RCD06C02","Recorded crime rate","2021","2021","13","Public Order and other Social Code Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","428"
"RCD06C02","Recorded crime rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","147"
"RCD06C02","Recorded crime rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","183"
"RCD06C02","Recorded crime rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","185"
"RCD06C02","Recorded crime rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","Number","2"
"RCD06C02","Recorded crime rate","2022","2022","01","Homicide Offences","20","North Western Region","Number","2"
"RCD06C02","Recorded crime rate","2022","2022","01","Homicide Offences","30","Eastern Region","Number","2"
"RCD06C02","Recorded crime rate","2022","2022","01","Homicide Offences","40","Southern Region","Number","1"
"RCD06C02","Recorded crime rate","2022","2022","01","Homicide Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","Number","82"
"RCD06C02","Recorded crime rate","2022","2022","02","Sexual Offences","20","North Western Region","Number","72"
"RCD06C02","Recorded crime rate","2022","2022","02","Sexual Offences","30","Eastern Region","Number","69"
"RCD06C02","Recorded crime rate","2022","2022","02","Sexual Offences","40","Southern Region","Number","69"
"RCD06C02","Recorded crime rate","2022","2022","02","Sexual Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","Number","514"
"RCD06C02","Recorded crime rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","Number","472"
"RCD06C02","Recorded crime rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","Number","402"
"RCD06C02","Recorded crime rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","Number","451"
"RCD06C02","Recorded crime rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","Number","145"
"RCD06C02","Recorded crime rate","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","Number","193"
"RCD06C02","Recorded crime rate","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","Number","149"
"RCD06C02","Recorded crime rate","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","Number","156"
"RCD06C02","Recorded crime rate","2022","2022","04","Dangerous or Negligent Acts","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","Number","4"
"RCD06C02","Recorded crime rate","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","Number","3"
"RCD06C02","Recorded crime rate","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","Number","2"
"RCD06C02","Recorded crime rate","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","Number","3"
"RCD06C02","Recorded crime rate","2022","2022","05","Kidnapping and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","Number","82"
"RCD06C02","Recorded crime rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","Number","19"
"RCD06C02","Recorded crime rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","Number","26"
"RCD06C02","Recorded crime rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","Number","25"
"RCD06C02","Recorded crime rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","Number","276"
"RCD06C02","Recorded crime rate","2022","2022","07","Burglary and Related Offences","20","North Western Region","Number","129"
"RCD06C02","Recorded crime rate","2022","2022","07","Burglary and Related Offences","30","Eastern Region","Number","183"
"RCD06C02","Recorded crime rate","2022","2022","07","Burglary and Related Offences","40","Southern Region","Number","118"
"RCD06C02","Recorded crime rate","2022","2022","07","Burglary and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","Number","2393"
"RCD06C02","Recorded crime rate","2022","2022","08","Theft and Related Offences","20","North Western Region","Number","632"
"RCD06C02","Recorded crime rate","2022","2022","08","Theft and Related Offences","30","Eastern Region","Number","894"
"RCD06C02","Recorded crime rate","2022","2022","08","Theft and Related Offences","40","Southern Region","Number","932"
"RCD06C02","Recorded crime rate","2022","2022","08","Theft and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","Number","319"
"RCD06C02","Recorded crime rate","2022","2022","09","Fraud, Deception and Related Offences","20","North Western Region","Number","199"
"RCD06C02","Recorded crime rate","2022","2022","09","Fraud, Deception and Related Offences","30","Eastern Region","Number","176"
"RCD06C02","Recorded crime rate","2022","2022","09","Fraud, Deception and Related Offences","40","Southern Region","Number","195"
"RCD06C02","Recorded crime rate","2022","2022","09","Fraud, Deception and Related Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","10","Controlled Drug Offences","10","Dublin Metropolitan Region","Number","451"
"RCD06C02","Recorded crime rate","2022","2022","10","Controlled Drug Offences","20","North Western Region","Number","201"
"RCD06C02","Recorded crime rate","2022","2022","10","Controlled Drug Offences","30","Eastern Region","Number","339"
"RCD06C02","Recorded crime rate","2022","2022","10","Controlled Drug Offences","40","Southern Region","Number","306"
"RCD06C02","Recorded crime rate","2022","2022","10","Controlled Drug Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","Number","81"
"RCD06C02","Recorded crime rate","2022","2022","11","Weapons and Explosives Offences","20","North Western Region","Number","38"
"RCD06C02","Recorded crime rate","2022","2022","11","Weapons and Explosives Offences","30","Eastern Region","Number","37"
"RCD06C02","Recorded crime rate","2022","2022","11","Weapons and Explosives Offences","40","Southern Region","Number","41"
"RCD06C02","Recorded crime rate","2022","2022","11","Weapons and Explosives Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","Number","623"
"RCD06C02","Recorded crime rate","2022","2022","12","Damage to Property and to the Environment","20","North Western Region","Number","328"
"RCD06C02","Recorded crime rate","2022","2022","12","Damage to Property and to the Environment","30","Eastern Region","Number","344"
"RCD06C02","Recorded crime rate","2022","2022","12","Damage to Property and to the Environment","40","Southern Region","Number","341"
"RCD06C02","Recorded crime rate","2022","2022","12","Damage to Property and to the Environment","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","Number","770"
"RCD06C02","Recorded crime rate","2022","2022","13","Public Order and other Social Code Offences","20","North Western Region","Number","583"
"RCD06C02","Recorded crime rate","2022","2022","13","Public Order and other Social Code Offences","30","Eastern Region","Number","443"
"RCD06C02","Recorded crime rate","2022","2022","13","Public Order and other Social Code Offences","40","Southern Region","Number","601"
"RCD06C02","Recorded crime rate","2022","2022","13","Public Order and other Social Code Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","Number","583"
"RCD06C02","Recorded crime rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","Number","137"
"RCD06C02","Recorded crime rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","Number","190"
"RCD06C02","Recorded crime rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","Number","225"
"RCD06C02","Recorded crime rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","01","Homicide Offences","10","Dublin Metropolitan Region","Number","1"
"RCD06C02","Recorded crime rate","2023","2023","01","Homicide Offences","20","North Western Region","Number","2"
"RCD06C02","Recorded crime rate","2023","2023","01","Homicide Offences","30","Eastern Region","Number","1"
"RCD06C02","Recorded crime rate","2023","2023","01","Homicide Offences","40","Southern Region","Number","2"
"RCD06C02","Recorded crime rate","2023","2023","01","Homicide Offences","IE0","State","Number",""
"RCD06C02","Recorded crime rate","2023","2023","02","Sexual Offences","10","Dublin Metropolitan Region","Number","72"
"RCD06C02","Recorded crime rate","2023","2023","02","Sexual Offences","20","North Western Region","Number","69"
"RCD06C02","Recorded crime rate","2023","2023","02","Sexual Offences","30","Eastern Region","Number","58"
"RCD06C02","Recorded crime rate","2023","2023","02","Sexual Offences","40","Southern Region","Number","59"
