statistic,statistic_label,tlist(a1),year,c02480v03003,type_of_offence,c02479v04377,garda_region,unit,value
RCD06C02,Recorded crime rate,2021,2021,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,435.0
RCD06C02,Recorded crime rate,2021,2021,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,320.0
RCD06C02,Recorded crime rate,2021,2021,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,298.0
RCD06C02,Recorded crime rate,2021,2021,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,288.0
RCD06C02,Recorded crime rate,2021,2021,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,531.0
RCD06C02,Recorded crime rate,2021,2021,10,Controlled Drug Offences,20,North Western Region,Number,267.0
RCD06C02,Recorded crime rate,2021,2021,10,Controlled Drug Offences,30,Eastern Region,Number,349.0
RCD06C02,Recorded crime rate,2021,2021,10,Controlled Drug Offences,40,Southern Region,Number,396.0
RCD06C02,Recorded crime rate,2021,2021,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,80.0
RCD06C02,Recorded crime rate,2021,2021,11,Weapons and Explosives Offences,20,North Western Region,Number,40.0
RCD06C02,Recorded crime rate,2021,2021,11,Weapons and Explosives Offences,30,Eastern Region,Number,33.0
RCD06C02,Recorded crime rate,2021,2021,11,Weapons and Explosives Offences,40,Southern Region,Number,42.0
RCD06C02,Recorded crime rate,2021,2021,11,Weapons and Explosives Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,542.0
RCD06C02,Recorded crime rate,2021,2021,12,Damage to Property and to the Environment,20,North Western Region,Number,319.0
RCD06C02,Recorded crime rate,2021,2021,12,Damage to Property and to the Environment,30,Eastern Region,Number,302.0
RCD06C02,Recorded crime rate,2021,2021,12,Damage to Property and to the Environment,40,Southern Region,Number,333.0
RCD06C02,Recorded crime rate,2021,2021,12,Damage to Property and to the Environment,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,728.0
RCD06C02,Recorded crime rate,2021,2021,13,Public Order and other Social Code Offences,20,North Western Region,Number,527.0
RCD06C02,Recorded crime rate,2021,2021,13,Public Order and other Social Code Offences,30,Eastern Region,Number,400.0
RCD06C02,Recorded crime rate,2021,2021,13,Public Order and other Social Code Offences,40,Southern Region,Number,566.0
RCD06C02,Recorded crime rate,2021,2021,13,Public Order and other Social Code Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,428.0
RCD06C02,Recorded crime rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,147.0
RCD06C02,Recorded crime rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,183.0
RCD06C02,Recorded crime rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,185.0
RCD06C02,Recorded crime rate,2021,2021,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,1,Homicide Offences,10,Dublin Metropolitan Region,Number,2.0
RCD06C02,Recorded crime rate,2022,2022,1,Homicide Offences,20,North Western Region,Number,2.0
RCD06C02,Recorded crime rate,2022,2022,1,Homicide Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2022,2022,1,Homicide Offences,40,Southern Region,Number,1.0
RCD06C02,Recorded crime rate,2022,2022,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,2,Sexual Offences,10,Dublin Metropolitan Region,Number,82.0
RCD06C02,Recorded crime rate,2022,2022,2,Sexual Offences,20,North Western Region,Number,72.0
RCD06C02,Recorded crime rate,2022,2022,2,Sexual Offences,30,Eastern Region,Number,69.0
RCD06C02,Recorded crime rate,2022,2022,2,Sexual Offences,40,Southern Region,Number,69.0
RCD06C02,Recorded crime rate,2022,2022,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,514.0
RCD06C02,Recorded crime rate,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,472.0
RCD06C02,Recorded crime rate,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,402.0
RCD06C02,Recorded crime rate,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,451.0
RCD06C02,Recorded crime rate,2022,2022,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,145.0
RCD06C02,Recorded crime rate,2022,2022,4,Dangerous or Negligent Acts,20,North Western Region,Number,193.0
RCD06C02,Recorded crime rate,2022,2022,4,Dangerous or Negligent Acts,30,Eastern Region,Number,149.0
RCD06C02,Recorded crime rate,2022,2022,4,Dangerous or Negligent Acts,40,Southern Region,Number,156.0
RCD06C02,Recorded crime rate,2022,2022,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,4.0
RCD06C02,Recorded crime rate,2022,2022,5,Kidnapping and Related Offences,20,North Western Region,Number,3.0
RCD06C02,Recorded crime rate,2022,2022,5,Kidnapping and Related Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2022,2022,5,Kidnapping and Related Offences,40,Southern Region,Number,3.0
RCD06C02,Recorded crime rate,2022,2022,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,82.0
RCD06C02,Recorded crime rate,2022,2022,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,19.0
RCD06C02,Recorded crime rate,2022,2022,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,26.0
RCD06C02,Recorded crime rate,2022,2022,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,25.0
RCD06C02,Recorded crime rate,2022,2022,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,276.0
RCD06C02,Recorded crime rate,2022,2022,7,Burglary and Related Offences,20,North Western Region,Number,129.0
RCD06C02,Recorded crime rate,2022,2022,7,Burglary and Related Offences,30,Eastern Region,Number,183.0
RCD06C02,Recorded crime rate,2022,2022,7,Burglary and Related Offences,40,Southern Region,Number,118.0
RCD06C02,Recorded crime rate,2022,2022,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,2393.0
RCD06C02,Recorded crime rate,2022,2022,8,Theft and Related Offences,20,North Western Region,Number,632.0
RCD06C02,Recorded crime rate,2022,2022,8,Theft and Related Offences,30,Eastern Region,Number,894.0
RCD06C02,Recorded crime rate,2022,2022,8,Theft and Related Offences,40,Southern Region,Number,932.0
RCD06C02,Recorded crime rate,2022,2022,8,Theft and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,319.0
RCD06C02,Recorded crime rate,2022,2022,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,199.0
RCD06C02,Recorded crime rate,2022,2022,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,176.0
RCD06C02,Recorded crime rate,2022,2022,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,195.0
RCD06C02,Recorded crime rate,2022,2022,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,451.0
RCD06C02,Recorded crime rate,2022,2022,10,Controlled Drug Offences,20,North Western Region,Number,201.0
RCD06C02,Recorded crime rate,2022,2022,10,Controlled Drug Offences,30,Eastern Region,Number,339.0
RCD06C02,Recorded crime rate,2022,2022,10,Controlled Drug Offences,40,Southern Region,Number,306.0
RCD06C02,Recorded crime rate,2022,2022,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,81.0
RCD06C02,Recorded crime rate,2022,2022,11,Weapons and Explosives Offences,20,North Western Region,Number,38.0
RCD06C02,Recorded crime rate,2022,2022,11,Weapons and Explosives Offences,30,Eastern Region,Number,37.0
RCD06C02,Recorded crime rate,2022,2022,11,Weapons and Explosives Offences,40,Southern Region,Number,41.0
RCD06C02,Recorded crime rate,2022,2022,11,Weapons and Explosives Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,12,Damage to Property and to the Environment,10,Dublin Metropolitan Region,Number,623.0
RCD06C02,Recorded crime rate,2022,2022,12,Damage to Property and to the Environment,20,North Western Region,Number,328.0
RCD06C02,Recorded crime rate,2022,2022,12,Damage to Property and to the Environment,30,Eastern Region,Number,344.0
RCD06C02,Recorded crime rate,2022,2022,12,Damage to Property and to the Environment,40,Southern Region,Number,341.0
RCD06C02,Recorded crime rate,2022,2022,12,Damage to Property and to the Environment,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,13,Public Order and other Social Code Offences,10,Dublin Metropolitan Region,Number,770.0
RCD06C02,Recorded crime rate,2022,2022,13,Public Order and other Social Code Offences,20,North Western Region,Number,583.0
RCD06C02,Recorded crime rate,2022,2022,13,Public Order and other Social Code Offences,30,Eastern Region,Number,443.0
RCD06C02,Recorded crime rate,2022,2022,13,Public Order and other Social Code Offences,40,Southern Region,Number,601.0
RCD06C02,Recorded crime rate,2022,2022,13,Public Order and other Social Code Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",10,Dublin Metropolitan Region,Number,583.0
RCD06C02,Recorded crime rate,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",20,North Western Region,Number,137.0
RCD06C02,Recorded crime rate,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",30,Eastern Region,Number,190.0
RCD06C02,Recorded crime rate,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",40,Southern Region,Number,225.0
RCD06C02,Recorded crime rate,2022,2022,15,"Offences against Government, Justice Procedures and Organisation of Crime",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,1,Homicide Offences,10,Dublin Metropolitan Region,Number,1.0
RCD06C02,Recorded crime rate,2023,2023,1,Homicide Offences,20,North Western Region,Number,2.0
RCD06C02,Recorded crime rate,2023,2023,1,Homicide Offences,30,Eastern Region,Number,1.0
RCD06C02,Recorded crime rate,2023,2023,1,Homicide Offences,40,Southern Region,Number,2.0
RCD06C02,Recorded crime rate,2023,2023,1,Homicide Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,2,Sexual Offences,10,Dublin Metropolitan Region,Number,72.0
RCD06C02,Recorded crime rate,2023,2023,2,Sexual Offences,20,North Western Region,Number,69.0
RCD06C02,Recorded crime rate,2023,2023,2,Sexual Offences,30,Eastern Region,Number,58.0
RCD06C02,Recorded crime rate,2023,2023,2,Sexual Offences,40,Southern Region,Number,59.0
RCD06C02,Recorded crime rate,2023,2023,2,Sexual Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",10,Dublin Metropolitan Region,Number,524.0
RCD06C02,Recorded crime rate,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",20,North Western Region,Number,446.0
RCD06C02,Recorded crime rate,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",30,Eastern Region,Number,386.0
RCD06C02,Recorded crime rate,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",40,Southern Region,Number,444.0
RCD06C02,Recorded crime rate,2023,2023,3,"Attempts/Threats to Murder, Assaults, Harassment and Related offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,4,Dangerous or Negligent Acts,10,Dublin Metropolitan Region,Number,114.0
RCD06C02,Recorded crime rate,2023,2023,4,Dangerous or Negligent Acts,20,North Western Region,Number,182.0
RCD06C02,Recorded crime rate,2023,2023,4,Dangerous or Negligent Acts,30,Eastern Region,Number,146.0
RCD06C02,Recorded crime rate,2023,2023,4,Dangerous or Negligent Acts,40,Southern Region,Number,148.0
RCD06C02,Recorded crime rate,2023,2023,4,Dangerous or Negligent Acts,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,5,Kidnapping and Related Offences,10,Dublin Metropolitan Region,Number,4.0
RCD06C02,Recorded crime rate,2023,2023,5,Kidnapping and Related Offences,20,North Western Region,Number,3.0
RCD06C02,Recorded crime rate,2023,2023,5,Kidnapping and Related Offences,30,Eastern Region,Number,2.0
RCD06C02,Recorded crime rate,2023,2023,5,Kidnapping and Related Offences,40,Southern Region,Number,3.0
RCD06C02,Recorded crime rate,2023,2023,5,Kidnapping and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,6,"Robbery, Extortion and Hijacking Offences",10,Dublin Metropolitan Region,Number,97.0
RCD06C02,Recorded crime rate,2023,2023,6,"Robbery, Extortion and Hijacking Offences",20,North Western Region,Number,26.0
RCD06C02,Recorded crime rate,2023,2023,6,"Robbery, Extortion and Hijacking Offences",30,Eastern Region,Number,30.0
RCD06C02,Recorded crime rate,2023,2023,6,"Robbery, Extortion and Hijacking Offences",40,Southern Region,Number,34.0
RCD06C02,Recorded crime rate,2023,2023,6,"Robbery, Extortion and Hijacking Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,7,Burglary and Related Offences,10,Dublin Metropolitan Region,Number,260.0
RCD06C02,Recorded crime rate,2023,2023,7,Burglary and Related Offences,20,North Western Region,Number,148.0
RCD06C02,Recorded crime rate,2023,2023,7,Burglary and Related Offences,30,Eastern Region,Number,172.0
RCD06C02,Recorded crime rate,2023,2023,7,Burglary and Related Offences,40,Southern Region,Number,126.0
RCD06C02,Recorded crime rate,2023,2023,7,Burglary and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,8,Theft and Related Offences,10,Dublin Metropolitan Region,Number,2522.0
RCD06C02,Recorded crime rate,2023,2023,8,Theft and Related Offences,20,North Western Region,Number,753.0
RCD06C02,Recorded crime rate,2023,2023,8,Theft and Related Offences,30,Eastern Region,Number,1042.0
RCD06C02,Recorded crime rate,2023,2023,8,Theft and Related Offences,40,Southern Region,Number,1032.0
RCD06C02,Recorded crime rate,2023,2023,8,Theft and Related Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,9,"Fraud, Deception and Related Offences",10,Dublin Metropolitan Region,Number,312.0
RCD06C02,Recorded crime rate,2023,2023,9,"Fraud, Deception and Related Offences",20,North Western Region,Number,208.0
RCD06C02,Recorded crime rate,2023,2023,9,"Fraud, Deception and Related Offences",30,Eastern Region,Number,205.0
RCD06C02,Recorded crime rate,2023,2023,9,"Fraud, Deception and Related Offences",40,Southern Region,Number,196.0
RCD06C02,Recorded crime rate,2023,2023,9,"Fraud, Deception and Related Offences",IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,10,Controlled Drug Offences,10,Dublin Metropolitan Region,Number,441.0
RCD06C02,Recorded crime rate,2023,2023,10,Controlled Drug Offences,20,North Western Region,Number,201.0
RCD06C02,Recorded crime rate,2023,2023,10,Controlled Drug Offences,30,Eastern Region,Number,335.0
RCD06C02,Recorded crime rate,2023,2023,10,Controlled Drug Offences,40,Southern Region,Number,296.0
RCD06C02,Recorded crime rate,2023,2023,10,Controlled Drug Offences,IE0,State,Number,0.0
RCD06C02,Recorded crime rate,2023,2023,11,Weapons and Explosives Offences,10,Dublin Metropolitan Region,Number,82.0
